subset,model,seed,dim,sev,one_minus_q,rmse,score,ece,cov90,rmse_base
FD001,lstm,0,timeliness,5,1.0,22.822601318359375,1402.2305908203125,0.07900000000000001,0.7,14.900993347167969
FD001,lstm,0,consistency,0,0.0,14.900993347167969,283.6417541503906,0.06999999999999999,0.87,14.900993347167969
FD001,lstm,0,consistency,1,0.052941203117370605,15.22323989868164,270.57977294921875,0.16199999999999998,0.79,14.900993347167969
FD001,lstm,0,consistency,2,0.17205888032913208,21.019182205200195,606.0637817382812,0.30599999999999994,0.53,14.900993347167969
FD001,lstm,0,consistency,3,0.2911764979362488,21.451885223388672,615.6246337890625,0.293,0.56,14.900993347167969
FD001,lstm,0,consistency,4,0.4102941155433655,19.456954956054688,530.8985595703125,0.271,0.58,14.900993347167969
FD001,lstm,0,consistency,5,0.529411792755127,33.17677307128906,3394.553955078125,0.41899999999999993,0.24,14.900993347167969
FD001,lstm,0,drift,0,0.0,14.900993347167969,283.6417541503906,0.06999999999999999,0.87,14.900993347167969
FD001,lstm,0,drift,1,0.10000008344650269,15.264460563659668,276.2585144042969,0.10499999999999998,0.82,14.900993347167969
FD001,lstm,0,drift,2,0.3250000476837158,20.070390701293945,526.7261352539062,0.246,0.69,14.900993347167969
FD001,lstm,0,drift,3,0.5500000417232513,29.614212036132812,1985.6123046875,0.382,0.45,14.900993347167969
FD001,lstm,0,drift,4,0.7750000208616257,36.991214752197266,4303.50732421875,0.44099999999999995,0.23,14.900993347167969
FD001,lstm,0,drift,5,1.0,43.03961181640625,7485.55810546875,0.47800000000000004,0.12,14.900993347167969
FD001,lstm,1,accuracy,0,0.0,15.072189331054688,369.0240478515625,0.053000000000000005,0.89,15.072189331054688
FD001,lstm,1,accuracy,1,0.050000011920928955,14.870108604431152,351.1048278808594,0.054000000000000006,0.88,15.072189331054688
FD001,lstm,1,accuracy,2,0.18750005960464478,15.322644233703613,406.92218017578125,0.05299999999999998,0.83,15.072189331054688
FD001,lstm,1,accuracy,3,0.3250000476837158,15.220486640930176,367.5948791503906,0.055999999999999994,0.83,15.072189331054688
FD001,lstm,1,accuracy,4,0.46250003576278687,17.3112850189209,524.367431640625,0.03499999999999999,0.81,15.072189331054688
FD001,lstm,1,accuracy,5,0.6000000238418579,17.857398986816406,448.0982666015625,0.05199999999999999,0.76,15.072189331054688
FD001,lstm,1,accuracy_bias,0,0.0,15.072189331054688,369.0240478515625,0.053000000000000005,0.89,15.072189331054688
FD001,lstm,1,accuracy_bias,1,0.050000011920928955,15.585177421569824,397.31256103515625,0.06699999999999998,0.85,15.072189331054688
FD001,lstm,1,accuracy_bias,2,0.18750005960464478,16.814743041992188,385.91632080078125,0.13899999999999996,0.75,15.072189331054688
FD001,lstm,1,accuracy_bias,3,0.3250000476837158,20.486520767211914,714.1106567382812,0.25199999999999995,0.57,15.072189331054688
FD001,lstm,1,accuracy_bias,4,0.46250003576278687,24.370952606201172,1037.0638427734375,0.313,0.46,15.072189331054688
